,population,state,county
0,4903185,Alabama,Alabama
1,55869,Alabama,Autauga County
2,223234,Alabama,Baldwin County
3,24686,Alabama,Barbour County
4,22394,Alabama,Bibb County
5,57826,Alabama,Blount County
6,10101,Alabama,Bullock County
7,19448,Alabama,Butler County
8,113605,Alabama,Calhoun County
9,33254,Alabama,Chambers County
10,26196,Alabama,Cherokee County
11,44428,Alabama,Chilton County
12,12589,Alabama,Choctaw County
13,23622,Alabama,Clarke County
14,13235,Alabama,Clay County
15,14910,Alabama,Cleburne County
16,52342,Alabama,Coffee County
17,55241,Alabama,Colbert County
18,12067,Alabama,Conecuh County
19,10663,Alabama,Coosa County
20,37049,Alabama,Covington County
21,13772,Alabama,Crenshaw County
22,83768,Alabama,Cullman County
23,49172,Alabama,Dale County
24,37196,Alabama,Dallas County
25,71513,Alabama,DeKalb County
26,81209,Alabama,Elmore County
27,36633,Alabama,Escambia County
28,102268,Alabama,Etowah County
29,16302,Alabama,Fayette County
30,31362,Alabama,Franklin County
31,26271,Alabama,Geneva County
32,8111,Alabama,Greene County
33,14651,Alabama,Hale County
34,17205,Alabama,Henry County
35,105882,Alabama,Houston County
36,51626,Alabama,Jackson County
37,658573,Alabama,Jefferson County
38,13805,Alabama,Lamar County
39,92729,Alabama,Lauderdale County
40,32924,Alabama,Lawrence County
41,164542,Alabama,Lee County
42,98915,Alabama,Limestone County
43,9726,Alabama,Lowndes County
44,18068,Alabama,Macon County
45,372909,Alabama,Madison County
46,18863,Alabama,Marengo County
47,29709,Alabama,Marion County
48,96774,Alabama,Marshall County
49,413210,Alabama,Mobile County
50,20733,Alabama,Monroe County
51,226486,Alabama,Montgomery County
52,119679,Alabama,Morgan County
53,8923,Alabama,Perry County
54,19930,Alabama,Pickens County
55,33114,Alabama,Pike County
56,22722,Alabama,Randolph County
57,57961,Alabama,Russell County
58,89512,Alabama,St. Clair County
59,217702,Alabama,Shelby County
60,12427,Alabama,Sumter County
61,79978,Alabama,Talladega County
62,40367,Alabama,Tallapoosa County
63,209355,Alabama,Tuscaloosa County
64,63521,Alabama,Walker County
65,16326,Alabama,Washington County
66,10373,Alabama,Wilcox County
67,23629,Alabama,Winston County
68,731545,Alaska,Alaska
69,3337,Alaska,Aleutians East Borough
70,5634,Alaska,Aleutians West Census Area
71,288000,Alaska,Anchorage Municipality
72,18386,Alaska,Bethel Census Area
73,836,Alaska,Bristol Bay Borough
74,2097,Alaska,Denali Borough
75,4916,Alaska,Dillingham Census Area
76,96849,Alaska,Fairbanks North Star Borough
77,2530,Alaska,Haines Borough
78,2148,Alaska,Hoonah-Angoon Census Area
79,31974,Alaska,Juneau City and Borough
80,58708,Alaska,Kenai Peninsula Borough
81,13901,Alaska,Ketchikan Gateway Borough
82,12998,Alaska,Kodiak Island Borough
83,8314,Alaska,Kusilvak Census Area
84,1592,Alaska,Lake and Peninsula Borough
85,108317,Alaska,Matanuska-Susitna Borough
86,10004,Alaska,Nome Census Area
87,9832,Alaska,North Slope Borough
88,7621,Alaska,Northwest Arctic Borough
89,3266,Alaska,Petersburg Borough
90,6203,Alaska,Prince of Wales-Hyder Census Area
91,8493,Alaska,Sitka City and Borough
92,1183,Alaska,Skagway Municipality
93,6893,Alaska,Southeast Fairbanks Census Area
94,9202,Alaska,Valdez-Cordova Census Area
95,2502,Alaska,Wrangell City and Borough
96,579,Alaska,Yakutat City and Borough
97,5230,Alaska,Yukon-Koyukuk Census Area
98,7278717,Arizona,Arizona
99,71887,Arizona,Apache County
100,125922,Arizona,Cochise County
101,143476,Arizona,Coconino County
102,54018,Arizona,Gila County
103,38837,Arizona,Graham County
104,9498,Arizona,Greenlee County
105,21108,Arizona,La Paz County
106,4485414,Arizona,Maricopa County
107,212181,Arizona,Mohave County
108,110924,Arizona,Navajo County
109,1047279,Arizona,Pima County
110,462789,Arizona,Pinal County
111,46498,Arizona,Santa Cruz County
112,235099,Arizona,Yavapai County
113,213787,Arizona,Yuma County
114,3017804,Arkansas,Arkansas
115,17486,Arkansas,Arkansas County
116,19657,Arkansas,Ashley County
117,41932,Arkansas,Baxter County
118,279141,Arkansas,Benton County
119,37432,Arkansas,Boone County
120,10763,Arkansas,Bradley County
121,5189,Arkansas,Calhoun County
122,28380,Arkansas,Carroll County
123,10118,Arkansas,Chicot County
124,22320,Arkansas,Clark County
125,14551,Arkansas,Clay County
126,24919,Arkansas,Cleburne County
127,7956,Arkansas,Cleveland County
128,23457,Arkansas,Columbia County
129,20846,Arkansas,Conway County
130,110332,Arkansas,Craighead County
131,63257,Arkansas,Crawford County
132,47955,Arkansas,Crittenden County
133,16419,Arkansas,Cross County
134,7009,Arkansas,Dallas County
135,11361,Arkansas,Desha County
136,18219,Arkansas,Drew County
137,126007,Arkansas,Faulkner County
138,17715,Arkansas,Franklin County
139,12477,Arkansas,Fulton County
140,99386,Arkansas,Garland County
141,18265,Arkansas,Grant County
142,45325,Arkansas,Greene County
143,21532,Arkansas,Hempstead County
144,33771,Arkansas,Hot Spring County
145,13202,Arkansas,Howard County
146,37825,Arkansas,Independence County
147,13629,Arkansas,Izard County
148,16719,Arkansas,Jackson County
149,66824,Arkansas,Jefferson County
150,26578,Arkansas,Johnson County
151,6624,Arkansas,Lafayette County
152,16406,Arkansas,Lawrence County
153,8857,Arkansas,Lee County
154,13024,Arkansas,Lincoln County
155,12259,Arkansas,Little River County
156,21466,Arkansas,Logan County
157,73309,Arkansas,Lonoke County
158,16576,Arkansas,Madison County
159,16694,Arkansas,Marion County
160,43257,Arkansas,Miller County
161,40651,Arkansas,Mississippi County
162,6701,Arkansas,Monroe County
163,8986,Arkansas,Montgomery County
164,8252,Arkansas,Nevada County
165,7753,Arkansas,Newton County
166,23382,Arkansas,Ouachita County
167,10455,Arkansas,Perry County
168,17782,Arkansas,Phillips County
169,10718,Arkansas,Pike County
170,23528,Arkansas,Poinsett County
171,19964,Arkansas,Polk County
172,64072,Arkansas,Pope County
173,8062,Arkansas,Prairie County
174,391911,Arkansas,Pulaski County
175,17958,Arkansas,Randolph County
176,24994,Arkansas,St. Francis County
177,122437,Arkansas,Saline County
178,10281,Arkansas,Scott County
179,7881,Arkansas,Searcy County
180,127827,Arkansas,Sebastian County
181,17007,Arkansas,Sevier County
182,17442,Arkansas,Sharp County
183,12506,Arkansas,Stone County
184,38682,Arkansas,Union County
185,16545,Arkansas,Van Buren County
186,239187,Arkansas,Washington County
187,78753,Arkansas,White County
188,6320,Arkansas,Woodruff County
189,21341,Arkansas,Yell County
190,39512223,California,California
191,1671329,California,Alameda County
192,1129,California,Alpine County
193,39752,California,Amador County
194,219186,California,Butte County
195,45905,California,Calaveras County
196,21547,California,Colusa County
197,1153526,California,Contra Costa County
198,27812,California,Del Norte County
199,192843,California,El Dorado County
200,999101,California,Fresno County
201,28393,California,Glenn County
202,135558,California,Humboldt County
203,181215,California,Imperial County
204,18039,California,Inyo County
205,900202,California,Kern County
206,152940,California,Kings County
207,64386,California,Lake County
208,30573,California,Lassen County
209,10039107,California,Los Angeles County
210,157327,California,Madera County
211,258826,California,Marin County
212,17203,California,Mariposa County
213,86749,California,Mendocino County
214,277680,California,Merced County
215,8841,California,Modoc County
216,14444,California,Mono County
217,434061,California,Monterey County
218,137744,California,Napa County
219,99755,California,Nevada County
220,3175692,California,Orange County
221,398329,California,Placer County
222,18807,California,Plumas County
223,2470546,California,Riverside County
224,1552058,California,Sacramento County
225,62808,California,San Benito County
226,2180085,California,San Bernardino County
227,3338330,California,San Diego County
228,881549,California,San Francisco County
229,762148,California,San Joaquin County
230,283111,California,San Luis Obispo County
231,766573,California,San Mateo County
232,446499,California,Santa Barbara County
233,1927852,California,Santa Clara County
234,273213,California,Santa Cruz County
235,180080,California,Shasta County
236,3005,California,Sierra County
237,43539,California,Siskiyou County
238,447643,California,Solano County
239,494336,California,Sonoma County
240,550660,California,Stanislaus County
241,96971,California,Sutter County
242,65084,California,Tehama County
243,12285,California,Trinity County
244,466195,California,Tulare County
245,54478,California,Tuolumne County
246,846006,California,Ventura County
247,220500,California,Yolo County
248,78668,California,Yuba County
249,5758736,Colorado,Colorado
250,517421,Colorado,Adams County
251,16233,Colorado,Alamosa County
252,656590,Colorado,Arapahoe County
253,14029,Colorado,Archuleta County
254,3581,Colorado,Baca County
255,5577,Colorado,Bent County
256,326196,Colorado,Boulder County
257,70465,Colorado,Broomfield County
258,20356,Colorado,Chaffee County
259,1831,Colorado,Cheyenne County
260,9700,Colorado,Clear Creek County
261,8205,Colorado,Conejos County
262,3887,Colorado,Costilla County
263,6061,Colorado,Crowley County
264,5068,Colorado,Custer County
265,31162,Colorado,Delta County
266,727211,Colorado,Denver County
267,2055,Colorado,Dolores County
268,351154,Colorado,Douglas County
269,55127,Colorado,Eagle County
270,26729,Colorado,Elbert County
271,720403,Colorado,El Paso County
272,47839,Colorado,Fremont County
273,60061,Colorado,Garfield County
274,6243,Colorado,Gilpin County
275,15734,Colorado,Grand County
276,17462,Colorado,Gunnison County
277,820,Colorado,Hinsdale County
278,6897,Colorado,Huerfano County
279,1392,Colorado,Jackson County
280,582881,Colorado,Jefferson County
281,1406,Colorado,Kiowa County
282,7097,Colorado,Kit Carson County
283,8127,Colorado,Lake County
284,56221,Colorado,La Plata County
285,356899,Colorado,Larimer County
286,14506,Colorado,Las Animas County
287,5701,Colorado,Lincoln County
288,22409,Colorado,Logan County
289,154210,Colorado,Mesa County
290,769,Colorado,Mineral County
291,13283,Colorado,Moffat County
292,26183,Colorado,Montezuma County
293,42758,Colorado,Montrose County
294,29068,Colorado,Morgan County
295,18278,Colorado,Otero County
296,4952,Colorado,Ouray County
297,18845,Colorado,Park County
298,4265,Colorado,Phillips County
299,17767,Colorado,Pitkin County
300,12172,Colorado,Prowers County
301,168424,Colorado,Pueblo County
302,6324,Colorado,Rio Blanco County
303,11267,Colorado,Rio Grande County
304,25638,Colorado,Routt County
305,6824,Colorado,Saguache County
306,728,Colorado,San Juan County
307,8179,Colorado,San Miguel County
308,2248,Colorado,Sedgwick County
309,31011,Colorado,Summit County
310,25388,Colorado,Teller County
311,4908,Colorado,Washington County
312,324492,Colorado,Weld County
313,10019,Colorado,Yuma County
314,3565287,Connecticut,Connecticut
315,943332,Connecticut,Fairfield County
316,891720,Connecticut,Hartford County
317,180333,Connecticut,Litchfield County
318,162436,Connecticut,Middlesex County
319,854757,Connecticut,New Haven County
320,265206,Connecticut,New London County
321,150721,Connecticut,Tolland County
322,116782,Connecticut,Windham County
323,973764,Delaware,Delaware
324,180786,Delaware,Kent County
325,558753,Delaware,New Castle County
326,234225,Delaware,Sussex County
327,705749,District of Columbia,District of Columbia
328,705749,District of Columbia,District of Columbia
329,21477737,Florida,Florida
330,269043,Florida,Alachua County
331,29210,Florida,Baker County
332,174705,Florida,Bay County
333,28201,Florida,Bradford County
334,601942,Florida,Brevard County
335,1952778,Florida,Broward County
336,14105,Florida,Calhoun County
337,188910,Florida,Charlotte County
338,149657,Florida,Citrus County
339,219252,Florida,Clay County
340,384902,Florida,Collier County
341,71686,Florida,Columbia County
342,38001,Florida,DeSoto County
343,16826,Florida,Dixie County
344,957755,Florida,Duval County
345,318316,Florida,Escambia County
346,115081,Florida,Flagler County
347,12125,Florida,Franklin County
348,45660,Florida,Gadsden County
349,18582,Florida,Gilchrist County
350,13811,Florida,Glades County
351,13639,Florida,Gulf County
352,14428,Florida,Hamilton County
353,26937,Florida,Hardee County
354,42022,Florida,Hendry County
355,193920,Florida,Hernando County
356,106221,Florida,Highlands County
357,1471968,Florida,Hillsborough County
358,19617,Florida,Holmes County
359,159923,Florida,Indian River County
360,46414,Florida,Jackson County
361,14246,Florida,Jefferson County
362,8422,Florida,Lafayette County
363,367118,Florida,Lake County
364,770577,Florida,Lee County
365,293582,Florida,Leon County
366,41503,Florida,Levy County
367,8354,Florida,Liberty County
368,18493,Florida,Madison County
369,403253,Florida,Manatee County
370,365579,Florida,Marion County
371,161000,Florida,Martin County
372,2716940,Florida,Miami-Dade County
373,74228,Florida,Monroe County
374,88625,Florida,Nassau County
375,210738,Florida,Okaloosa County
376,42168,Florida,Okeechobee County
377,1393452,Florida,Orange County
378,375751,Florida,Osceola County
379,1496770,Florida,Palm Beach County
380,553947,Florida,Pasco County
381,974996,Florida,Pinellas County
382,724777,Florida,Polk County
383,74521,Florida,Putnam County
384,264672,Florida,St. Johns County
385,328297,Florida,St. Lucie County
386,184313,Florida,Santa Rosa County
387,433742,Florida,Sarasota County
388,471826,Florida,Seminole County
389,132420,Florida,Sumter County
390,44417,Florida,Suwannee County
391,21569,Florida,Taylor County
392,15237,Florida,Union County
393,553284,Florida,Volusia County
394,33739,Florida,Wakulla County
395,74071,Florida,Walton County
396,25473,Florida,Washington County
397,10617423,Georgia,Georgia
398,18386,Georgia,Appling County
399,8165,Georgia,Atkinson County
400,11164,Georgia,Bacon County
401,3038,Georgia,Baker County
402,44890,Georgia,Baldwin County
403,19234,Georgia,Banks County
404,83240,Georgia,Barrow County
405,107738,Georgia,Bartow County
406,16700,Georgia,Ben Hill County
407,19397,Georgia,Berrien County
408,153159,Georgia,Bibb County
409,12873,Georgia,Bleckley County
410,19109,Georgia,Brantley County
411,15457,Georgia,Brooks County
412,39627,Georgia,Bryan County
413,79608,Georgia,Bulloch County
414,22383,Georgia,Burke County
415,24936,Georgia,Butts County
416,6189,Georgia,Calhoun County
417,54666,Georgia,Camden County
418,10803,Georgia,Candler County
419,119992,Georgia,Carroll County
420,67580,Georgia,Catoosa County
421,13392,Georgia,Charlton County
422,289430,Georgia,Chatham County
423,10907,Georgia,Chattahoochee County
424,24789,Georgia,Chattooga County
425,258773,Georgia,Cherokee County
426,128331,Georgia,Clarke County
427,2834,Georgia,Clay County
428,292256,Georgia,Clayton County
429,6618,Georgia,Clinch County
430,760141,Georgia,Cobb County
431,43273,Georgia,Coffee County
432,45600,Georgia,Colquitt County
433,156714,Georgia,Columbia County
434,17270,Georgia,Cook County
435,148509,Georgia,Coweta County
436,12404,Georgia,Crawford County
437,22372,Georgia,Crisp County
438,16116,Georgia,Dade County
439,26108,Georgia,Dawson County
440,26404,Georgia,Decatur County
441,759297,Georgia,DeKalb County
442,20605,Georgia,Dodge County
443,13390,Georgia,Dooly County
444,87956,Georgia,Dougherty County
445,146343,Georgia,Douglas County
446,10190,Georgia,Early County
447,4006,Georgia,Echols County
448,64296,Georgia,Effingham County
449,19194,Georgia,Elbert County
450,22646,Georgia,Emanuel County
451,10654,Georgia,Evans County
452,26188,Georgia,Fannin County
453,114421,Georgia,Fayette County
454,98498,Georgia,Floyd County
455,244252,Georgia,Forsyth County
456,23349,Georgia,Franklin County
457,1063937,Georgia,Fulton County
458,31369,Georgia,Gilmer County
459,2971,Georgia,Glascock County
460,85292,Georgia,Glynn County
461,57963,Georgia,Gordon County
462,24633,Georgia,Grady County
463,18324,Georgia,Greene County
464,936250,Georgia,Gwinnett County
465,45328,Georgia,Habersham County
466,204441,Georgia,Hall County
467,8457,Georgia,Hancock County
468,29792,Georgia,Haralson County
469,35236,Georgia,Harris County
470,26205,Georgia,Hart County
471,11923,Georgia,Heard County
472,234561,Georgia,Henry County
473,157863,Georgia,Houston County
474,9416,Georgia,Irwin County
475,72977,Georgia,Jackson County
476,14219,Georgia,Jasper County
477,15115,Georgia,Jeff Davis County
478,15362,Georgia,Jefferson County
479,8676,Georgia,Jenkins County
480,9643,Georgia,Johnson County
481,28735,Georgia,Jones County
482,19077,Georgia,Lamar County
483,10423,Georgia,Lanier County
484,47546,Georgia,Laurens County
485,29992,Georgia,Lee County
486,61435,Georgia,Liberty County
487,7921,Georgia,Lincoln County
488,19559,Georgia,Long County
489,117406,Georgia,Lowndes County
490,33610,Georgia,Lumpkin County
491,21312,Georgia,McDuffie County
492,14378,Georgia,McIntosh County
493,12947,Georgia,Macon County
494,29880,Georgia,Madison County
495,8359,Georgia,Marion County
496,21167,Georgia,Meriwether County
497,5718,Georgia,Miller County
498,21863,Georgia,Mitchell County
499,27578,Georgia,Monroe County
500,9172,Georgia,Montgomery County
501,19276,Georgia,Morgan County
502,40096,Georgia,Murray County
503,195769,Georgia,Muscogee County
504,111744,Georgia,Newton County
505,40280,Georgia,Oconee County
506,15259,Georgia,Oglethorpe County
507,168667,Georgia,Paulding County
508,27546,Georgia,Peach County
509,32591,Georgia,Pickens County
510,19465,Georgia,Pierce County
511,18962,Georgia,Pike County
512,42613,Georgia,Polk County
513,11137,Georgia,Pulaski County
514,22119,Georgia,Putnam County
515,2299,Georgia,Quitman County
516,17137,Georgia,Rabun County
517,6778,Georgia,Randolph County
518,202518,Georgia,Richmond County
519,90896,Georgia,Rockdale County
520,5257,Georgia,Schley County
521,13966,Georgia,Screven County
522,8090,Georgia,Seminole County
523,66703,Georgia,Spalding County
524,25925,Georgia,Stephens County
525,6621,Georgia,Stewart County
526,29524,Georgia,Sumter County
527,6195,Georgia,Talbot County
528,1537,Georgia,Taliaferro County
529,25286,Georgia,Tattnall County
530,8020,Georgia,Taylor County
531,15860,Georgia,Telfair County
532,8531,Georgia,Terrell County
533,44451,Georgia,Thomas County
534,40644,Georgia,Tift County
535,26830,Georgia,Toombs County
536,12037,Georgia,Towns County
537,6901,Georgia,Treutlen County
538,69922,Georgia,Troup County
539,7985,Georgia,Turner County
540,8120,Georgia,Twiggs County
541,24511,Georgia,Union County
542,26320,Georgia,Upson County
543,69761,Georgia,Walker County
544,94593,Georgia,Walton County
545,35734,Georgia,Ware County
546,5254,Georgia,Warren County
547,20374,Georgia,Washington County
548,29927,Georgia,Wayne County
549,2607,Georgia,Webster County
550,7855,Georgia,Wheeler County
551,30798,Georgia,White County
552,104628,Georgia,Whitfield County
553,8635,Georgia,Wilcox County
554,9777,Georgia,Wilkes County
555,8954,Georgia,Wilkinson County
556,20247,Georgia,Worth County
557,1415872,Hawaii,Hawaii
558,201513,Hawaii,Hawaii County
559,974563,Hawaii,Honolulu County
560,86,Hawaii,Kalawao County
561,72293,Hawaii,Kauai County
562,167417,Hawaii,Maui County
563,1787065,Idaho,Idaho
564,481587,Idaho,Ada County
565,4294,Idaho,Adams County
566,87808,Idaho,Bannock County
567,6125,Idaho,Bear Lake County
568,9298,Idaho,Benewah County
569,46811,Idaho,Bingham County
570,23021,Idaho,Blaine County
571,7831,Idaho,Boise County
572,45739,Idaho,Bonner County
573,119062,Idaho,Bonneville County
574,12245,Idaho,Boundary County
575,2597,Idaho,Butte County
576,1106,Idaho,Camas County
577,229849,Idaho,Canyon County
578,7155,Idaho,Caribou County
579,24030,Idaho,Cassia County
580,845,Idaho,Clark County
581,8756,Idaho,Clearwater County
582,4315,Idaho,Custer County
583,27511,Idaho,Elmore County
584,13876,Idaho,Franklin County
585,13099,Idaho,Fremont County
586,18112,Idaho,Gem County
587,15179,Idaho,Gooding County
588,16667,Idaho,Idaho County
589,29871,Idaho,Jefferson County
590,24412,Idaho,Jerome County
591,165697,Idaho,Kootenai County
592,40108,Idaho,Latah County
593,8027,Idaho,Lemhi County
594,3838,Idaho,Lewis County
595,5366,Idaho,Lincoln County
596,39907,Idaho,Madison County
597,21039,Idaho,Minidoka County
598,40408,Idaho,Nez Perce County
599,4531,Idaho,Oneida County
600,11823,Idaho,Owyhee County
601,23951,Idaho,Payette County
602,7681,Idaho,Power County
603,12882,Idaho,Shoshone County
604,12142,Idaho,Teton County
605,86878,Idaho,Twin Falls County
606,11392,Idaho,Valley County
607,10194,Idaho,Washington County
608,12671821,Illinois,Illinois
609,65435,Illinois,Adams County
610,5761,Illinois,Alexander County
611,16426,Illinois,Bond County
612,53544,Illinois,Boone County
613,6578,Illinois,Brown County
614,32628,Illinois,Bureau County
615,4739,Illinois,Calhoun County
616,14305,Illinois,Carroll County
617,12147,Illinois,Cass County
618,209689,Illinois,Champaign County
619,32304,Illinois,Christian County
620,15441,Illinois,Clark County
621,13184,Illinois,Clay County
622,37562,Illinois,Clinton County
623,50621,Illinois,Coles County
624,5150233,Illinois,Cook County
625,18667,Illinois,Crawford County
626,10766,Illinois,Cumberland County
627,104897,Illinois,DeKalb County
628,15638,Illinois,De Witt County
629,19465,Illinois,Douglas County
630,922921,Illinois,DuPage County
631,17161,Illinois,Edgar County
632,6395,Illinois,Edwards County
633,34008,Illinois,Effingham County
634,21336,Illinois,Fayette County
635,12961,Illinois,Ford County
636,38469,Illinois,Franklin County
637,34340,Illinois,Fulton County
638,4828,Illinois,Gallatin County
639,12969,Illinois,Greene County
640,51054,Illinois,Grundy County
641,8116,Illinois,Hamilton County
642,17708,Illinois,Hancock County
643,3821,Illinois,Hardin County
644,6646,Illinois,Henderson County
645,48913,Illinois,Henry County
646,27114,Illinois,Iroquois County
647,56750,Illinois,Jackson County
648,9610,Illinois,Jasper County
649,37684,Illinois,Jefferson County
650,21773,Illinois,Jersey County
651,21235,Illinois,Jo Daviess County
652,12417,Illinois,Johnson County
653,532403,Illinois,Kane County
654,109862,Illinois,Kankakee County
655,128990,Illinois,Kendall County
656,49699,Illinois,Knox County
657,696535,Illinois,Lake County
658,108669,Illinois,LaSalle County
659,15678,Illinois,Lawrence County
660,34096,Illinois,Lee County
661,35648,Illinois,Livingston County
662,28618,Illinois,Logan County
663,29682,Illinois,McDonough County
664,307774,Illinois,McHenry County
665,171517,Illinois,McLean County
666,104009,Illinois,Macon County
667,44926,Illinois,Macoupin County
668,262966,Illinois,Madison County
669,37205,Illinois,Marion County
670,11438,Illinois,Marshall County
671,13359,Illinois,Mason County
672,13772,Illinois,Massac County
673,12196,Illinois,Menard County
674,15437,Illinois,Mercer County
675,34637,Illinois,Monroe County
676,28414,Illinois,Montgomery County
677,33658,Illinois,Morgan County
678,14501,Illinois,Moultrie County
679,50643,Illinois,Ogle County
680,179179,Illinois,Peoria County
681,20916,Illinois,Perry County
682,16344,Illinois,Piatt County
683,15561,Illinois,Pike County
684,4177,Illinois,Pope County
685,5335,Illinois,Pulaski County
686,5739,Illinois,Putnam County
687,31782,Illinois,Randolph County
688,15513,Illinois,Richland County
689,141879,Illinois,Rock Island County
690,259686,Illinois,St. Clair County
691,23491,Illinois,Saline County
692,194672,Illinois,Sangamon County
693,6768,Illinois,Schuyler County
694,4951,Illinois,Scott County
695,21634,Illinois,Shelby County
696,5342,Illinois,Stark County
697,44498,Illinois,Stephenson County
698,131803,Illinois,Tazewell County
699,16653,Illinois,Union County
700,75758,Illinois,Vermilion County
701,11520,Illinois,Wabash County
702,16844,Illinois,Warren County
703,13887,Illinois,Washington County
704,16215,Illinois,Wayne County
705,13537,Illinois,White County
706,55175,Illinois,Whiteside County
707,690743,Illinois,Will County
708,66597,Illinois,Williamson County
709,282572,Illinois,Winnebago County
710,38459,Illinois,Woodford County
711,6732219,Indiana,Indiana
712,35777,Indiana,Adams County
713,379299,Indiana,Allen County
714,83779,Indiana,Bartholomew County
715,8748,Indiana,Benton County
716,11758,Indiana,Blackford County
717,67843,Indiana,Boone County
718,15092,Indiana,Brown County
719,20257,Indiana,Carroll County
720,37689,Indiana,Cass County
721,118302,Indiana,Clark County
722,26225,Indiana,Clay County
723,32399,Indiana,Clinton County
724,10577,Indiana,Crawford County
725,33351,Indiana,Daviess County
726,49458,Indiana,Dearborn County
727,26559,Indiana,Decatur County
728,43475,Indiana,DeKalb County
729,114135,Indiana,Delaware County
730,42736,Indiana,Dubois County
731,206341,Indiana,Elkhart County
732,23102,Indiana,Fayette County
733,78522,Indiana,Floyd County
734,16346,Indiana,Fountain County
735,22758,Indiana,Franklin County
736,19974,Indiana,Fulton County
737,33659,Indiana,Gibson County
738,65769,Indiana,Grant County
739,31922,Indiana,Greene County
740,338011,Indiana,Hamilton County
741,78168,Indiana,Hancock County
742,40515,Indiana,Harrison County
743,170311,Indiana,Hendricks County
744,47972,Indiana,Henry County
745,82544,Indiana,Howard County
746,36520,Indiana,Huntington County
747,44231,Indiana,Jackson County
748,33562,Indiana,Jasper County
749,20436,Indiana,Jay County
750,32308,Indiana,Jefferson County
751,27735,Indiana,Jennings County
752,158167,Indiana,Johnson County
753,36594,Indiana,Knox County
754,79456,Indiana,Kosciusko County
755,39614,Indiana,LaGrange County
756,485493,Indiana,Lake County
757,109888,Indiana,LaPorte County
758,45370,Indiana,Lawrence County
759,129569,Indiana,Madison County
760,964582,Indiana,Marion County
761,46258,Indiana,Marshall County
762,10255,Indiana,Martin County
763,35516,Indiana,Miami County
764,148431,Indiana,Monroe County
765,38338,Indiana,Montgomery County
766,70489,Indiana,Morgan County
767,13984,Indiana,Newton County
768,47744,Indiana,Noble County
769,5875,Indiana,Ohio County
770,19646,Indiana,Orange County
771,20799,Indiana,Owen County
772,16937,Indiana,Parke County
773,19169,Indiana,Perry County
774,12389,Indiana,Pike County
775,170389,Indiana,Porter County
776,25427,Indiana,Posey County
777,12353,Indiana,Pulaski County
778,37576,Indiana,Putnam County
779,24665,Indiana,Randolph County
780,28324,Indiana,Ripley County
781,16581,Indiana,Rush County
782,271826,Indiana,St. Joseph County
783,23873,Indiana,Scott County
784,44729,Indiana,Shelby County
785,20277,Indiana,Spencer County
786,22995,Indiana,Starke County
787,34594,Indiana,Steuben County
788,20669,Indiana,Sullivan County
789,10751,Indiana,Switzerland County
790,195732,Indiana,Tippecanoe County
791,15148,Indiana,Tipton County
792,7054,Indiana,Union County
793,181451,Indiana,Vanderburgh County
794,15498,Indiana,Vermillion County
795,107038,Indiana,Vigo County
796,30996,Indiana,Wabash County
797,8265,Indiana,Warren County
798,62998,Indiana,Warrick County
799,28036,Indiana,Washington County
800,65884,Indiana,Wayne County
801,28296,Indiana,Wells County
802,24102,Indiana,White County
803,33964,Indiana,Whitley County
804,3155070,Iowa,Iowa
805,7152,Iowa,Adair County
806,3602,Iowa,Adams County
807,13687,Iowa,Allamakee County
808,12426,Iowa,Appanoose County
809,5496,Iowa,Audubon County
810,25645,Iowa,Benton County
811,131228,Iowa,Black Hawk County
812,26234,Iowa,Boone County
813,25062,Iowa,Bremer County
814,21175,Iowa,Buchanan County
815,19620,Iowa,Buena Vista County
816,14439,Iowa,Butler County
817,9668,Iowa,Calhoun County
818,20165,Iowa,Carroll County
819,12836,Iowa,Cass County
820,18627,Iowa,Cedar County
821,42450,Iowa,Cerro Gordo County
822,11235,Iowa,Cherokee County
823,11933,Iowa,Chickasaw County
824,9395,Iowa,Clarke County
825,16016,Iowa,Clay County
826,17549,Iowa,Clayton County
827,46429,Iowa,Clinton County
828,16820,Iowa,Crawford County
829,93453,Iowa,Dallas County
830,9000,Iowa,Davis County
831,7870,Iowa,Decatur County
832,17011,Iowa,Delaware County
833,38967,Iowa,Des Moines County
834,17258,Iowa,Dickinson County
835,97311,Iowa,Dubuque County
836,9208,Iowa,Emmet County
837,19650,Iowa,Fayette County
838,15642,Iowa,Floyd County
839,10070,Iowa,Franklin County
840,6960,Iowa,Fremont County
841,8888,Iowa,Greene County
842,12232,Iowa,Grundy County
843,10689,Iowa,Guthrie County
844,14773,Iowa,Hamilton County
845,10630,Iowa,Hancock County
846,16846,Iowa,Hardin County
847,14049,Iowa,Harrison County
848,19954,Iowa,Henry County
849,9158,Iowa,Howard County
850,9558,Iowa,Humboldt County
851,6860,Iowa,Ida County
852,16184,Iowa,Iowa County
853,19439,Iowa,Jackson County
854,37185,Iowa,Jasper County
855,18295,Iowa,Jefferson County
856,151140,Iowa,Johnson County
857,20681,Iowa,Jones County
858,10246,Iowa,Keokuk County
859,14813,Iowa,Kossuth County
860,33657,Iowa,Lee County
861,226706,Iowa,Linn County
862,11035,Iowa,Louisa County
863,8600,Iowa,Lucas County
864,11755,Iowa,Lyon County
865,16338,Iowa,Madison County
866,22095,Iowa,Mahaska County
867,33253,Iowa,Marion County
868,39369,Iowa,Marshall County
869,15109,Iowa,Mills County
870,10586,Iowa,Mitchell County
871,8615,Iowa,Monona County
